CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Ethiopia,ETH,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,126.8990811,111.8857736,122.2438501,121.9341161,125.2673512,136.5429838,136.7100917,128.2365945,131.0628419,135.0944592,142.1482556,140.1930366,133.2739792,147.1188864,159.9686781,172.4919204,187.1139982,201.8299496,213.8578974,229.0163556,239.4159863,253.0713003
France,FRA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,28019.07004,28292.02661,27981.56922,28503.97946,28982.54702,29188.3799,29720.47175,30611.4893,31457.03139,32392.16018,32747.70429,32812.5606,32874.06791,33463.48437,33818.97269,34412.62557,34982.04763,34759.14632,33492.60319,33898.26965,34405.2656,34239.77532
Germany,DEU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,29113.22202,29445.09572,28959.02595,29572.0703,29979.75377,30129.48454,30608.10114,31173.25653,31736.01383,32662.12507,33101.01967,33048.76775,32906.465,33295.78034,33542.78138,34823.12176,36009.62477,36468.95863,34680.2123,36127.0477,37321.81582,38219.82916
India,IND,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,399.326886,413.1093457,424.5805262,444.4831328,469.4700613,495.914363,506.9787203,529.0980841,566.1987567,578.2172335,596.2482231,609.0393974,646.6535971,687.3058427,740.1142606,797.2578407,863.4626403,885.1714167,947.7458445,1031.561109,1086.048676,1123.202324
Indonesia,IDN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,899.358963,947.9722826,999.9621097,1058.103376,1129.060694,1196.94413,1234.702937,1057.089074,1050.159825,1086.050898,1109.521783,1142.902849,1180.479734,1222.229512,1273.465176,1324.466828,1388.606391,1451.558317,1498.007269,1570.152937,1650.628977,1731.652711
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1988.934185,2043.785721,1988.560182,1958.981915,1984.168162,2091.421577,2124.126265,2142.23473,2145.099911,2219.417052,2268.286707,2407.447171,2548.033708,2646.726203,2737.112118,2864.778308,3053.124568,3034.839049,3116.578002,3259.398723,3314.362772,3208.83931
Israel,ISR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,15003.05335,15309.14604,15735.9705,16396.66371,17007.11148,17477.47477,17620.94518,17931.67126,18067.45149,19224.81779,18735.02502,18255.78864,18200.25619,18747.60125,19330.02435,20053.72688,21064.22342,21614.89832,21367.74031,22169.40354,22758.81638,23091.39623
Japan,JPN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,32111.56791,32294.30522,32269.80222,32437.77785,32941.82206,33715.07552,34163.3973,33394.5684,33264.84446,33956.81138,34002.73937,34021.99135,34521.35171,35324.41466,35781.23498,36391.8189,37185.30214,36817.18914,34822.14517,36472.84768,36160.7619,36942.20134
Nigeria,NGA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,677.3868274,679.7806808,677.5399103,661.491434,661.3193203,672.7465163,673.8574365,669.5576392,660.1788676,678.5861577,682.2531434,675.5589981,726.4469743,783.0738895,804.1523667,831.8749844,866.4587212,896.3035815,932.7165107,978.5891355,1016.501954,1053.127202
Pakistan,PAK,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,536.3423333,562.5908032,557.9919067,564.2442271,577.1055257,589.2878836,579.6093183,579.0398116,585.5410044,596.6842953,595.9788713,603.5382118,621.4691298,655.5154566,693.1766897,722.5758503,743.5297851,742.2357121,749.4060345,748.0104878,755.6822282,772.8952047
Saudi Arabia,SAU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,12891.46008,13078.96449,12718.08848,12493.93051,12269.33611,12495.39703,12676.44374,12885.61051,12569.02313,12837.67381,12446.40919,11929.24194,12337.26497,12845.99776,13303.30974,13667.73742,14182.82681,15115.15099,15144.63518,15994.78056,17050.67994,17591.29943
Somalia,SOM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,731.9532809,757.1868095,799.3411662,832.5450772,866.4695906,889.5852754,934.739924,967.4039879,994.6056033,1051.743097,1052.291594,1086.841667,1136.269541,1181.988186,1242.40435,1323.260064,1400.435182,1470.698567,1505.39568,1610.084837,1724.826435,1884.232655
Sweden,SWE,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,30267.43563,29741.80216,28958.75748,29907.45208,30922.68878,31371.26339,32202.48319,33537.95957,35073.43172,36576.18887,36938.59145,37732.93338,38470.84822,39942.63214,41040.66502,42564.16467,43649.95505,43045.55041,40534.53948,42825.66638,43749.93855,43830.57005
United Kingdom,GBR,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,25520.12308,25780.72591,26616.71002,27864.11638,28772.44702,29701.25936,30913.66967,31923.20835,32751.8471,34058.66125,34675.94931,35319.99845,36545.04773,37490.54476,38440.74097,39213.80434,40247.7689,39629.70435,37299.99268,37611.40012,37723.82372,37608.91746
United States,USA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,32504.17638,33196.17979,33660.61246,34592.49283,35112.32141,36023.58657,37189.65998,38394.34823,39795.51871,40965.0265,40946.36667,41288.79602,42077.92452,43273.71098,44313.58524,45058.64975,45431.02702,44872.65363,43234.45116,43952.44649,44439.4091,45335.89736
Zambia,ZMB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,660.2819999,633.7744071,661.2983941,590.0780069,559.4298657,582.9898709,586.2759814,559.9155822,557.1467729,561.7931322,574.4380857,578.7886522,593.4368662,609.8235384,625.8537548,647.361695,668.6419265,689.3349363,709.9987162,741.4420914,767.9112898,797.6270355
Bangladesh,BGD,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.03943,47.53901,44.75494,43.72919,45.75844,42.97476,40.21148,NA
Brazil,BRA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,21.93084,21.98751,22.07777,22.37416,22.85133,23.29628,23.73693,24.15677,NA,NA,22.20572,NA,21.05303,NA,NA,18.25192,17.68203,17.55452,17.21563,16.84376,16.78841,18.20779
Ethiopia,ETH,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,36.07524,30.17056,26.61047,30.15261,32.7529,37.89781,43.198,46.51484,NA,67.33913,NA,NA,NA,NA,NA,NA,NA,62.28293,57.9406,54.05852,55.06929,53.74934
France,FRA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,18.52528,18.70649,18.76642,18.7381,18.96238,20.31888,18.90745,18.74643,18.74644,18.63916,18.63923,18.64066,18.55493,18.67071,18.95016,19.03749,18.72938,17.76643,17.5183,17.81514
Germany,DEU,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,16.63115,16.22708,17.45831,17.04431,17.19019,17.44193,17.02284,15.28331,14.76453,14.29354,14.04776,14.19004,14.12233,13.96375,13.62843,13.49743,13.00225,12.68383,11.82415,NA
India,IND,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,35.39934,39.99999,40.14999,40.66296,41.32988,NA,NA,NA,NA,NA,NA,NA,35.15463,NA
Indonesia,IDN,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,23.21946,23.4541,23.1926,23.05079,22.66127,22.34334,22.02891,21.81721,21.95671,22.11772,22.24524,20.90186,20.29418,20.12598,20.41336,NA,18.81593,17.48179,16.61194,15.96983,15.94354,NA
"Iran, Islamic Rep.",IRN,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,31.36189,31.34307,31.86699,31.65918,31.91303,32.86826,31.76048,30.40967,26.50585,26.14868,25.32444,24.38459,23.60989,22.60443,21.74286,21.84821,21.78506,21.33003,20.4884,NA,NA,NA
Israel,ISR,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,13.42703,13.1219,12.31536,12.40419,NA,NA,NA,NA,13.22278,13.5707,13.43584,13.39734,13.19244,13.20072,13.01884,13.34666,13.14135,13.02577,13.06781,13.05877,NA,NA
Japan,JPN,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,20.6985,20.19818,20.29913,19.05464,18.54335,19.42242,19.04008,21.24572,20.98451,20.69063,20.39294,20.04122,19.55653,19.15087,18.89505,18.70686,18.48741,18.28288,18.05312,17.77275,17.49561,NA
Nigeria,NGA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,38.96169,38.53585,37.07169,37.20261,37.20776,33.78198,NA,NA,41.4422,42.9015,39.00579,40.27665,NA,35.80647,36.90999,40.4173,46.08983,NA,NA,37.55319,NA,NA
Pakistan,PAK,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.99996,34.7419,35.00461,34.82196,37.4976,38.33941,39.00535,39.95136,40.66857,39.68783,40.45158,39.83264,41.35274
Saudi Arabia,SAU,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33458,NA,11.22689,10.75323,11.43193,11.15436,11.01062,10.88712
Somalia,SOM,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.51919,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,29.4319,28.7496,27.96393,27.82225,27.79433,NA,NA,NA,NA,26.2789,24.85287,23.42655,22.49661,21.924,23.47558,23.8074,23.49545,23.14925,23.91437,24.06572,24.4299
Sweden,SWE,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,9.5482,10.16069,10.52424,11.21408,11.83295,12.4508,12.3228,11.83778,11.40012,11.46596,11.18875,10.10989,10.05038,9.96625,9.8046,9.55123,9.34009,9.53888,9.2663,NA
United Kingdom,GBR,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,19.78394,19.80669,NA,NA,NA,NA,NA,NA,18.69099,18.66476,17.58523,17.17514,17.10493,18.09401,17.47359,18.08045,17.24426,18.26999,17.96198,17.52706,17.2654,NA
United States,USA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,16.09671,16.08709,16.17298,16.03388,NA,15.67606,15.41492,15.00811,15.44419,14.82712,14.81356,14.21109,14.12972,13.80787,13.79556,13.68908,13.87215,13.59084,14.28522,14.42216
Zambia,ZMB,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,NA,NA,NA,41.08401,39.09751,38.19415,NA,44.0078,51.22681,49.87587,48.02502,48.08873,NA,53.54891,56.47904,57.00626,55.35345,54.17641,NA,52.98507,55.86195,49.22433
Bangladesh,BGD,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.25839,96.14365,NA,93.84878,95.13911,96.18018,NA,NA
Brazil,BRA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,95.66757,93.03584,90.90859,89.01731,87.56221,86.95656,86.8546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,19.20602,21.97913,26.25504,NA,33.80566,36.31607,40.39842,44.63385,46.79291,47.53344,50.37756,61.33022,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,99.99359,97.25456,95.14143,95.10726,96.855,98.82708,99.12429,NA,99.72948,99.62592,99.1297,98.79017,98.47306,98.0461,99.26722,99.271,99.28696,99.2332,99.2109,99.20969,98.96215,98.87679
Germany,DEU,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,99.98342,99.85489,99.0992,97.2915,97.17197,98.07396,98.74709,99.64183,99.82295,99.66456,99.6455,99.71371,99.75634,NA
India,IND,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.63843,85.71408,85.65256,90.79991,NA,NA,NA,99.0938,99.57986,98.99691,99.28264,98.86595,NA
Indonesia,IDN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.92727,96.04908,94.80873,95.32117,95.10514,93.95551,93.87017,NA,NA,NA,97.45206,96.89888,96.46762,95.74361,94.80417,96.22244,98.57774,97.57079,98.03523,97.94375,96.75823,NA
"Iran, Islamic Rep.",IRN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,96.14815,NA,NA,NA,NA,94.01953,NA,86.47787,85.81035,NA,94.47855,93.96007,97.18901,97.19779,99.17437,99.6258,NA,99.84282,99.77547,99.86707,99.93606
Israel,ISR,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,97.59695,97.84637,98.31084,97.98982,98.0803,97.66363,97.53881,97.06288,97.29286,97.26818,96.97277,97.39007,NA,NA
Japan,JPN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,99.9649,99.96924,NA,99.95881,99.95917,NA,NA,99.99206,99.99864,99.97021,99.97465,99.97513,99.99562,99.96565,99.99859,99.97621,99.99917,99.98512,99.97681,99.97144,99.93983,NA
Nigeria,NGA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,61.87025,64.86935,NA,NA,NA,66.12203,66.5636,67.05246,64.19728,57.89189,58.76909,58.6094,NA,NA
Pakistan,PAK,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.22407,58.04454,63.31721,65.26311,63.0132,67.9307,69.29392,71.54664,73.95107,71.98469,72.46411
Saudi Arabia,SAU,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.93755,91.71532,93.53867
Somalia,SOM,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.84359,99.75276,98.23297,96.08765,95.51935,95.15287,95.07928,94.60926,92.7226,94.41759,94.13569,93.94438
Sweden,SWE,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,99.76437,99.84866,99.62605,99.89115,98.84096,99.80266,99.82386,NA,99.76835,99.42551,99.7246,99.52148,99.16791,96.96117,95.46892,95.14267,96.25885,98.41359,99.34996,99.39628,99.47406,NA
United Kingdom,GBR,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,97.61603,96.1686,NA,NA,NA,NA,NA,99.89876,99.94836,99.9512,99.94393,99.94273,99.92726,99.47661,99.98815,99.74921,98.48353,99.76083,99.72879,99.64975,99.67757,NA
United States,USA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.93837,NA,94.86894,94.49492,95.89579,95.37942,NA,NA,96.54267,96.63976,96.87926,94.97235,94.47424,93.36485,94.18642,95.16081,96.11884,96.37735,94.93409,93.71761,92.89489,92.75385
Zambia,ZMB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,NA,NA,NA,77.46004,75.72809,NA,NA,72.93073,71.49209,71.38934,71.13138,74.18129,NA,86.99951,95.21923,94.39426,95.07903,96.95367,92.2206,89.56722,93.62667,95.47799
Bangladesh,BGD,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780439,634229,NA,1008572,794429,621163,NA,NA
Brazil,BRA,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Children out of school, primary",SE.PRM.UNER,4315630,7171367,9764867,12413449,14879134,16490623,17450430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,7220071,7256631,7080165,NA,6686183,6601682,6348847,6068514,6016205,6147070,6038880,4889900,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Children out of school, primary",SE.PRM.UNER,245,108160,194343,195802,124266,45514,33634,NA,10179,13957,32255,44676,56350,72354,27328,27417,27012,29229,30235,30412,40088,43491
Germany,DEU,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,604,5150,31133,91484,93863,63208,40800,11559,5641,10523,10921,8651,7230,NA
India,IND,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,16947662,16891852,17031052,10960947,NA,NA,NA,1091960,508133,1218431,875082,1387374,NA
Indonesia,IDN,"Children out of school, primary",SE.PRM.UNER,798344,1036398,1370946,1239473,1296114,1593881,1606224,NA,NA,NA,657177,803934,922205,1120326,1379984,1012878,381333,654519,534602,567575,911111,NA
"Iran, Islamic Rep.",IRN,"Children out of school, primary",SE.PRM.UNER,NA,343080,NA,NA,NA,NA,536009,NA,1154351,1167317,NA,412429,424251,184783,171965,47195,20601,NA,8322,11891,7105,3468
Israel,ISR,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,15193,13752,10916,13169,12786,15883,17158,21072,19897,20518,23156,20236,NA,NA
Japan,JPN,"Children out of school, primary",SE.PRM.UNER,3255,2790,NA,3547,3420,NA,NA,616,103,2220,1861,1802,314,2447,100,1685,58,1051,1627,1984,4121,NA
Nigeria,NGA,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,7278444,6840400,NA,NA,NA,7229815,7326752,7408899,8292145,10057763,10161616,10522008,NA,NA
Pakistan,PAK,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8799325,8509910,7511746,7164848,7640208,6620459,6282281,5728766,5153334,5479543,5370428
Saudi Arabia,SAU,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265333,275476,216025
Somalia,SOM,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590,4078,29081,64335,73758,80240,82202,91172,124810,96984,103178,107784
Sweden,SWE,"Children out of school, primary",SE.PRM.UNER,1366,881,2203,654,7155,1259,1159,NA,1608,4064,1973,3463,6006,21553,31117,31812,23255,9399,3732,3428,3027,NA
United Kingdom,GBR,"Children out of school, primary",SE.PRM.UNER,103036,168545,NA,NA,NA,NA,NA,4681,2387,2247,2565,2597,3260,23135,516,10759,64293,10031,11275,14483,13333,NA
United States,USA,"Children out of school, primary",SE.PRM.UNER,664859,NA,1159194,1262770,952491,1081306,NA,NA,840817,826779,774457,1255751,1380546,1648192,1428083,1171617,935399,874649,1231167,1540821,1757331,1800414
Zambia,ZMB,"Children out of school, primary",SE.PRM.UNER,NA,NA,NA,371384,407889,NA,NA,487831,525862,539553,557895,512894,NA,275327,104830,127261,115799,74271,196177,271516,170939,124814
Bangladesh,BGD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,5.44118,5.43114,6.40931,6.11266,6.15993,5.67942,6.2199,7.10346,7.65622,8.56355,10.46633,NA,13.15282,NA
Brazil,BRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,11.23655,10.89773,11.13859,11.35193,NA,11.80923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,3.00383,2.89561,2.96883,3.70609,4.50973,5.0668,5.55161,6.09553,6.60975,7.75683,9.83335,12.41981,14.96737,17.01648,18.34087,19.51878,19.9669,20.18727,21.82372,23.32153,24.32841,26.7
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0.82703,NA,NA,0.62063,0.67346,0.69816,0.81691,0.85712,0.95522,1.19465,1.48196,1.6595,2.31394,2.59085,2.78515,NA,NA,NA,NA,NA,NA,NA
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,38.44072,41.31231,44.00879,47.92401,49.3022,52.21517,54.39224,55.97059,56.83758,56.89687,55.85262,53.70435,54.1899,54.01327,53.91505,53.8484,53.29764,53.18593,53.7642,56.06344,57.0639,NA
Germany,DEU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,32.96439,34.62407,38.40567,41.26176,43.86664,45.34527,46.36132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.52802,NA
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,5.98179,NA,NA,NA,5.56645,6.28323,6.5328,NA,NA,9.52686,9.78483,10.35687,10.88897,11.24928,11.00422,11.82165,13.48119,15.41577,16.39657,18.22679,23.27124,NA
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,8.74827,9.57594,9.5388,10.69588,11.50371,11.7132,13.57615,13.54362,14.94258,15.06488,14.35612,15.01006,16.29826,16.98276,17.73973,17.91134,18.39534,21.33734,23.74035,24.88563,27.20455,NA
"Iran, Islamic Rep.",IRN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,NA,NA,NA,NA,16.24987,18.11285,NA,NA,18.95619,19.19052,20.24645,19.10472,19.87151,21.72612,22.86676,25.22786,29.90273,36.39398,36.82046,43.08077,48.82941,55.16453
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,35.17091,NA,38.33315,NA,39.85934,42.03814,NA,46.83717,48.44758,49.47153,51.78589,56.80097,56.77512,56.50298,58.09116,57.67434,60.50194,59.69733,62.37535,NA,NA,NA
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,29.77436,29.96077,NA,38.65585,39.88429,NA,NA,45.11409,46.63007,48.73639,49.91419,50.70765,51.83603,53.57715,54.97135,57.1059,57.81827,57.644,57.6837,58.07908,59.92406,NA
Nigeria,NGA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,NA,NA,NA,NA,NA,NA,NA,NA,6.08305,NA,NA,NA,9.64106,9.85305,10.40504,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"School enrollment, tertiary (% gross)",SE.TER.ENRR,NA,2.08271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60502,3.2648,4.72976,4.78288,5.39025,5.36803,6.63953,NA,8.31155,9.52802
Saudi Arabia,SAU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,10.7256,11.85843,14.52483,15.50887,18.00922,18.84143,17.96555,17.89542,21.34328,22.63417,23.94357,23.37281,26.46539,27.96406,28.71239,29.69872,29.65088,30.11634,31.2906,37.33879,43.18187,50.93608
